,State,Year,Quarter,district,Transaction_count,Transaction_amount
10037,Maharashtra,2023,4,mumbai suburban ,161597277,1.73E+11
10038,Maharashtra,2023,4,hingoli ,13218678,18055009169
10039,Maharashtra,2023,4,ratnagiri ,6788049,8758336510
10040,Maharashtra,2023,4,nanded ,54251071,78641406813
10041,Maharashtra,2023,4,osmanabad ,32505156,46449268299
10042,Maharashtra,2023,4,nagpur ,121596100,1.54E+11
10043,Maharashtra,2023,4,buldhana ,37958556,53146748140
10044,Maharashtra,2023,4,nashik ,164191962,2.20E+11
10045,Maharashtra,2023,4,akola ,23704617,31627934548
10046,Maharashtra,2023,4,yavatmal ,27896072,37429093121
10047,Maharashtra,2023,4,aurangabad ,134713801,1.61E+11
10048,Maharashtra,2023,4,amravati ,41791258,60301878042
10049,Maharashtra,2023,4,washim ,13823235,18775640420
10050,Maharashtra,2023,4,sangli ,39227064,54938828801
10051,Maharashtra,2023,4,gadchiroli ,8362085,12766221031
10052,Maharashtra,2023,4,raigad ,68647056,73428232667
10053,Maharashtra,2023,4,palghar ,52378331,58510579807
10054,Maharashtra,2023,4,jalna ,32077537,45184767337
10055,Maharashtra,2023,4,gondia ,11428528,17521020253
10056,Maharashtra,2023,4,ahmednagar ,111100461,1.71E+11
10057,Maharashtra,2023,4,pune ,673819127,6.40E+11
10058,Maharashtra,2023,4,beed ,42799858,68635770832
10059,Maharashtra,2023,4,satara ,50501411,62697871642
10060,Maharashtra,2024,1,jalgaon ,63713113,92902932567
10061,Maharashtra,2024,1,latur ,58225672,73604502775
10062,Maharashtra,2024,1,thane ,202824955,2.16E+11
10063,Maharashtra,2024,1,bhandara ,12169562,19124669567
10064,Maharashtra,2024,1,nandurbar ,14180355,21195383978
10065,Maharashtra,2024,1,chandrapur ,30822812,39376663958
10066,Maharashtra,2024,1,kolhapur ,50890243,62836939651
10067,Maharashtra,2024,1,solapur ,127991531,1.87E+11
10068,Maharashtra,2024,1,mumbai ,69196322,80735270673
10069,Maharashtra,2024,1,sindhudurg ,3878879,5395551249
10070,Maharashtra,2024,1,dhule ,30409559,44244153434
10071,Maharashtra,2024,1,wardha ,15749995,21227360350
10072,Maharashtra,2024,1,parbhani ,31107879,41774626438
10073,Maharashtra,2024,1,mumbai suburban ,169180881,1.80E+11
10074,Maharashtra,2024,1,hingoli ,15406519,20670723218
10075,Maharashtra,2024,1,ratnagiri ,7469641,9517328651
10076,Maharashtra,2024,1,nanded ,63503663,91004708916
10077,Maharashtra,2024,1,osmanabad ,36186015,51472469877
10078,Maharashtra,2024,1,nagpur ,131824873,1.66E+11
10079,Maharashtra,2024,1,buldhana ,43875579,62134019734
10080,Maharashtra,2024,1,nashik ,181839029,2.40E+11
10081,Maharashtra,2024,1,akola ,27239223,36713100198
10082,Maharashtra,2024,1,yavatmal ,31658838,43002314365
10083,Maharashtra,2024,1,aurangabad ,152755419,1.81E+11
10084,Maharashtra,2024,1,amravati ,47301831,66444536197
10085,Maharashtra,2024,1,washim ,16195674,21916420452
10086,Maharashtra,2024,1,sangli ,43734313,60767234392
10087,Maharashtra,2024,1,gadchiroli ,9594694,14465276793
10088,Maharashtra,2024,1,raigad ,73173175,76906252628
10089,Maharashtra,2024,1,palghar ,56863042,62525280251
10090,Maharashtra,2024,1,jalna ,38189994,55027360463
10091,Maharashtra,2024,1,gondia ,12925932,19872202147
10092,Maharashtra,2024,1,ahmednagar ,126557856,1.88E+11
10093,Maharashtra,2024,1,pune ,733071386,6.74E+11
10094,Maharashtra,2024,1,beed ,51102983,79891592593
10095,Maharashtra,2024,1,satara ,54959044,66124094789
10096,Manipur,2018,1,kangpokpi ,4187,12129421
10097,Manipur,2018,1,noney ,646,747261
10098,Manipur,2018,1,imphal east ,21960,26028938
10099,Manipur,2018,1,thoubal ,8288,8366773
10100,Manipur,2018,1,kakching ,1622,1924584
10101,Manipur,2018,1,jiribam ,1305,3564799
10102,Manipur,2018,1,ukhrul ,1399,1647289
10103,Manipur,2018,1,tamenglong ,1007,1709209
10104,Manipur,2018,1,kamjong ,329,236108
10105,Manipur,2018,1,chandel ,880,1376995
10106,Manipur,2018,1,bishnupur ,7005,11341628
10107,Manipur,2018,1,senapati ,613,577840
10108,Manipur,2018,1,pherzawl ,2,778
10109,Manipur,2018,1,churachandpur ,4081,11708259
10110,Manipur,2018,1,tengnoupal ,882,660029
10111,Manipur,2018,1,imphal west ,29863,46026263
10112,Manipur,2018,2,kangpokpi ,6741,20315626
10113,Manipur,2018,2,noney ,1051,2486031
10114,Manipur,2018,2,imphal east ,42065,54561899
10115,Manipur,2018,2,thoubal ,20689,17968719
10116,Manipur,2018,2,kakching ,3879,6411514
10117,Manipur,2018,2,jiribam ,2710,6467614
10118,Manipur,2018,2,ukhrul ,2800,6394471
10119,Manipur,2018,2,tamenglong ,1714,4747280
10120,Manipur,2018,2,kamjong ,340,446574
10121,Manipur,2018,2,chandel ,1619,3525832
10122,Manipur,2018,2,bishnupur ,11338,19352101
10123,Manipur,2018,2,senapati ,970,2034357
10124,Manipur,2018,2,pherzawl ,11,1036
10125,Manipur,2018,2,churachandpur ,7110,18055703
10126,Manipur,2018,2,tengnoupal ,2080,6077962
10127,Manipur,2018,2,imphal west ,46604,84363002
10128,Manipur,2018,3,kangpokpi ,9151,27937402
10129,Manipur,2018,3,noney ,1636,3959454
10130,Manipur,2018,3,imphal east ,60511,89605716
10131,Manipur,2018,3,thoubal ,19399,34092748
10132,Manipur,2018,3,kakching ,4590,9968419
10133,Manipur,2018,3,jiribam ,3959,6601625
10134,Manipur,2018,3,ukhrul ,3600,9802721
10135,Manipur,2018,3,tamenglong ,2829,6192821
10136,Manipur,2018,3,kamjong ,349,673263
10137,Manipur,2018,3,chandel ,2591,5588240
10138,Manipur,2018,3,bishnupur ,13649,24368237
10139,Manipur,2018,3,senapati ,1416,2555371
10140,Manipur,2018,3,pherzawl ,48,97583
10141,Manipur,2018,3,churachandpur ,8671,27468832
10142,Manipur,2018,3,tengnoupal ,3282,13385091
10143,Manipur,2018,3,imphal west ,53577,121033722
10144,Manipur,2018,4,kangpokpi ,13325,42081525
10145,Manipur,2018,4,noney ,2598,7315230
10146,Manipur,2018,4,imphal east ,54610,129176222
10147,Manipur,2018,4,thoubal ,24817,52899731
10148,Manipur,2018,4,kakching ,6508,13429124
10149,Manipur,2018,4,jiribam ,5444,13414981
10150,Manipur,2018,4,ukhrul ,4538,15201317
10151,Manipur,2018,4,tamenglong ,4866,13057576
10152,Manipur,2018,4,kamjong ,845,2822478
10153,Manipur,2018,4,chandel ,4425,13092276
10154,Manipur,2018,4,bishnupur ,19048,37263259
10155,Manipur,2018,4,senapati ,2902,7569372
10156,Manipur,2018,4,pherzawl ,112,103446
10157,Manipur,2018,4,churachandpur ,14801,54503247
10158,Manipur,2018,4,tengnoupal ,5426,22155447
10159,Manipur,2018,4,imphal west ,71845,181598328
10160,Manipur,2019,1,kangpokpi ,15937,42225053
10161,Manipur,2019,1,noney ,3526,7995455
10162,Manipur,2019,1,imphal east ,65076,147611079
10163,Manipur,2019,1,thoubal ,24257,47210976
10164,Manipur,2019,1,kakching ,6683,13774811
10165,Manipur,2019,1,jiribam ,5957,16988788
10166,Manipur,2019,1,ukhrul ,6222,16838561
10167,Manipur,2019,1,tamenglong ,6373,13975001
10168,Manipur,2019,1,kamjong ,994,2575926
10169,Manipur,2019,1,chandel ,4711,14267105
10170,Manipur,2019,1,bishnupur ,19486,48193281
10171,Manipur,2019,1,senapati ,3382,7787711
10172,Manipur,2019,1,pherzawl ,189,363381
10173,Manipur,2019,1,churachandpur ,16940,53360483
10174,Manipur,2019,1,tengnoupal ,6064,21054191
10175,Manipur,2019,1,imphal west ,79612,205676259
10176,Manipur,2019,2,kangpokpi ,16230,47129360
10177,Manipur,2019,2,noney ,3382,10075253
10178,Manipur,2019,2,imphal east ,60830,163251483
10179,Manipur,2019,2,thoubal ,20528,50609236
10180,Manipur,2019,2,kakching ,6912,16106582
10181,Manipur,2019,2,jiribam ,6285,17270321
10182,Manipur,2019,2,ukhrul ,7984,21521804
10183,Manipur,2019,2,tamenglong ,5763,15814788
10184,Manipur,2019,2,kamjong ,974,3032920
10185,Manipur,2019,2,chandel ,5816,18618365
10186,Manipur,2019,2,bishnupur ,17577,41645992
10187,Manipur,2019,2,senapati ,4057,9803825
10188,Manipur,2019,2,pherzawl ,226,354755
10189,Manipur,2019,2,churachandpur ,15958,52974898
10190,Manipur,2019,2,tengnoupal ,6226,22523708
10191,Manipur,2019,2,imphal west ,78677,232056652
10192,Manipur,2019,3,kangpokpi ,23953,61269618
10193,Manipur,2019,3,noney ,4592,10163311
10194,Manipur,2019,3,imphal east ,79728,206224070
10195,Manipur,2019,3,thoubal ,25149,56874723
10196,Manipur,2019,3,kakching ,10786,21658630
10197,Manipur,2019,3,jiribam ,6684,15754766
10198,Manipur,2019,3,ukhrul ,11017,25516446
10199,Manipur,2019,3,tamenglong ,9939,22282886
10200,Manipur,2019,3,kamjong ,1537,3909906
10201,Manipur,2019,3,chandel ,9230,20201420
10202,Manipur,2019,3,bishnupur ,23755,49667966
10203,Manipur,2019,3,senapati ,5730,12992197
10204,Manipur,2019,3,pherzawl ,370,763601
10205,Manipur,2019,3,churachandpur ,23946,67550608
10206,Manipur,2019,3,tengnoupal ,7570,21841055
10207,Manipur,2019,3,imphal west ,101022,266880800
10208,Manipur,2019,4,kangpokpi ,28686,74931231
10209,Manipur,2019,4,noney ,6326,14165359
10210,Manipur,2019,4,imphal east ,96589,249197380
10211,Manipur,2019,4,thoubal ,32971,73727197
10212,Manipur,2019,4,kakching ,12984,31541266
10213,Manipur,2019,4,jiribam ,7943,19814796
10214,Manipur,2019,4,ukhrul ,12148,33065935
10215,Manipur,2019,4,tamenglong ,11954,27326670
10216,Manipur,2019,4,kamjong ,1618,5668619
10217,Manipur,2019,4,chandel ,11650,30393940
10218,Manipur,2019,4,bishnupur ,31835,72704594
10219,Manipur,2019,4,senapati ,7994,15860387
10220,Manipur,2019,4,pherzawl ,537,1737007
10221,Manipur,2019,4,churachandpur ,26420,76031748
10222,Manipur,2019,4,tengnoupal ,9616,28805258
10223,Manipur,2019,4,imphal west ,150073,445926296
10224,Manipur,2020,1,kangpokpi ,33643,81400324
10225,Manipur,2020,1,noney ,8941,23331883
10226,Manipur,2020,1,imphal east ,97573,222479758
10227,Manipur,2020,1,thoubal ,40558,92413414
10228,Manipur,2020,1,kakching ,16690,37525920
10229,Manipur,2020,1,jiribam ,8704,20332072
10230,Manipur,2020,1,ukhrul ,13355,30659040
10231,Manipur,2020,1,tamenglong ,14451,31491246
10232,Manipur,2020,1,kamjong ,2768,6910208
10233,Manipur,2020,1,chandel ,13716,31278977
10234,Manipur,2020,1,bishnupur ,40172,83818558
10235,Manipur,2020,1,senapati ,9922,18344876
10236,Manipur,2020,1,pherzawl ,982,1624394
10237,Manipur,2020,1,churachandpur ,33637,84566221
10238,Manipur,2020,1,tengnoupal ,12297,33219740
10239,Manipur,2020,1,imphal west ,471392,1799193747
10240,Manipur,2020,2,kangpokpi ,48617,105034881
10241,Manipur,2020,2,noney ,14604,44082721
10242,Manipur,2020,2,imphal east ,127255,269647863
10243,Manipur,2020,2,thoubal ,66183,158615302
10244,Manipur,2020,2,kakching ,30404,53791181
10245,Manipur,2020,2,jiribam ,13861,28862257
10246,Manipur,2020,2,ukhrul ,24243,43560418
10247,Manipur,2020,2,tamenglong ,21294,47020897
10248,Manipur,2020,2,kamjong ,4430,11168146
10249,Manipur,2020,2,chandel ,21517,49008541
10250,Manipur,2020,2,bishnupur ,70841,142299535
10251,Manipur,2020,2,senapati ,17187,27792930
10252,Manipur,2020,2,pherzawl ,1363,4220743
10253,Manipur,2020,2,churachandpur ,50818,128936170
10254,Manipur,2020,2,tengnoupal ,18676,50033115
10255,Manipur,2020,2,imphal west ,551775,2034861514
10256,Manipur,2020,3,kangpokpi ,56646,141494953
10257,Manipur,2020,3,noney ,12955,42576247
10258,Manipur,2020,3,imphal east ,148992,357420385
10259,Manipur,2020,3,thoubal ,75667,178314817
10260,Manipur,2020,3,kakching ,33268,72744606
10261,Manipur,2020,3,jiribam ,17173,44785892
10262,Manipur,2020,3,ukhrul ,27857,63120520
10263,Manipur,2020,3,tamenglong ,24595,57102595
10264,Manipur,2020,3,kamjong ,5040,16944663
10265,Manipur,2020,3,chandel ,25158,63504521
10266,Manipur,2020,3,bishnupur ,82097,178752852
10267,Manipur,2020,3,senapati ,22336,47618196
10268,Manipur,2020,3,pherzawl ,2016,4920974
10269,Manipur,2020,3,churachandpur ,61160,179008409
10270,Manipur,2020,3,tengnoupal ,19244,50761115
10271,Manipur,2020,3,imphal west ,805964,3116905375
10272,Manipur,2020,4,kangpokpi ,74472,216458503
10273,Manipur,2020,4,noney ,14618,52819317
10274,Manipur,2020,4,imphal east ,179438,524041651
10275,Manipur,2020,4,thoubal ,87208,249311101
10276,Manipur,2020,4,kakching ,37180,96767394
10277,Manipur,2020,4,jiribam ,19898,56276521
10278,Manipur,2020,4,ukhrul ,32947,91688189
10279,Manipur,2020,4,tamenglong ,27674,77956517
10280,Manipur,2020,4,kamjong ,6676,21815827
10281,Manipur,2020,4,chandel ,31540,90473275
10282,Manipur,2020,4,bishnupur ,95869,267444206
10283,Manipur,2020,4,senapati ,27636,79537295
10284,Manipur,2020,4,pherzawl ,2329,4810300
10285,Manipur,2020,4,churachandpur ,71693,243354881
10286,Manipur,2020,4,tengnoupal ,23797,81989716
10287,Manipur,2020,4,imphal west ,894877,3447479865
10288,Manipur,2021,1,kangpokpi ,63234,205050444
10289,Manipur,2021,1,noney ,12635,47249170
10290,Manipur,2021,1,imphal east ,161841,530028907
10291,Manipur,2021,1,thoubal ,72593,240713474
10292,Manipur,2021,1,kakching ,29803,92307870
10293,Manipur,2021,1,jiribam ,16697,58448280
10294,Manipur,2021,1,ukhrul ,22415,68745913
10295,Manipur,2021,1,tamenglong ,20962,72960342
10296,Manipur,2021,1,kamjong ,6312,24926448
10297,Manipur,2021,1,chandel ,23884,80445733
10298,Manipur,2021,1,bishnupur ,73777,255486793
10299,Manipur,2021,1,senapati ,22025,73777203
10300,Manipur,2021,1,pherzawl ,1714,4788028
10301,Manipur,2021,1,churachandpur ,62755,250250943
10302,Manipur,2021,1,tengnoupal ,19430,102554591
10303,Manipur,2021,1,imphal west ,1693458,4962553375
10304,Manipur,2021,2,kangpokpi ,78765,236369410
10305,Manipur,2021,2,noney ,13296,49460189
10306,Manipur,2021,2,imphal east ,179337,491977806
10307,Manipur,2021,2,thoubal ,91264,268514237
10308,Manipur,2021,2,kakching ,37444,92311646
10309,Manipur,2021,2,jiribam ,21823,67560644
10310,Manipur,2021,2,ukhrul ,28524,81225586
10311,Manipur,2021,2,tamenglong ,24852,77929754
10312,Manipur,2021,2,kamjong ,6983,31394830
10313,Manipur,2021,2,chandel ,29178,90054102
10314,Manipur,2021,2,bishnupur ,89095,260900495
10315,Manipur,2021,2,senapati ,25681,70219658
10316,Manipur,2021,2,pherzawl ,1842,5443831
10317,Manipur,2021,2,churachandpur ,80524,273962339
10318,Manipur,2021,2,tengnoupal ,23771,94806974
10319,Manipur,2021,2,imphal west ,2353896,5697696460
10320,Manipur,2021,3,kangpokpi ,94883,299760833
10321,Manipur,2021,3,noney ,16371,63161488
10322,Manipur,2021,3,imphal east ,226128,705081475
10323,Manipur,2021,3,thoubal ,113257,363547884
10324,Manipur,2021,3,kakching ,44277,128692670
10325,Manipur,2021,3,jiribam ,26615,80773937
10326,Manipur,2021,3,ukhrul ,35250,118509944
10327,Manipur,2021,3,tamenglong ,33266,108769884
10328,Manipur,2021,3,kamjong ,7567,32384455
10329,Manipur,2021,3,chandel ,36126,116052041
10330,Manipur,2021,3,bishnupur ,104901,320379628
10331,Manipur,2021,3,senapati ,30580,94805881
10332,Manipur,2021,3,pherzawl ,2176,6654015
10333,Manipur,2021,3,churachandpur ,109913,397548797
10334,Manipur,2021,3,tengnoupal ,32351,133669135
10335,Manipur,2021,3,imphal west ,3027735,7437068961
10336,Manipur,2021,4,kangpokpi ,107329,318563860
10337,Manipur,2021,4,noney ,18970,68519524
10338,Manipur,2021,4,imphal east ,268205,853764885
10339,Manipur,2021,4,thoubal ,130316,393043161
10340,Manipur,2021,4,kakching ,43224,130159064
10341,Manipur,2021,4,jiribam ,30742,97241435
10342,Manipur,2021,4,ukhrul ,38665,142778895
10343,Manipur,2021,4,tamenglong ,40279,140792583
10344,Manipur,2021,4,kamjong ,8685,32152838
10345,Manipur,2021,4,chandel ,39891,131651667
10346,Manipur,2021,4,bishnupur ,113386,369885899
10347,Manipur,2021,4,senapati ,33983,119108747
10348,Manipur,2021,4,pherzawl ,2553,4851554
10349,Manipur,2021,4,churachandpur ,121140,446895233
10350,Manipur,2021,4,tengnoupal ,40383,154956864
10351,Manipur,2021,4,imphal west ,3649688,9254105829
10352,Manipur,2022,1,kangpokpi ,120614,361422857
10353,Manipur,2022,1,noney ,21683,81975538
10354,Manipur,2022,1,imphal east ,298053,926298623
10355,Manipur,2022,1,thoubal ,159443,465999966
10356,Manipur,2022,1,kakching ,45714,129009720
10357,Manipur,2022,1,jiribam ,33214,106952141
10358,Manipur,2022,1,ukhrul ,45977,163211544
10359,Manipur,2022,1,tamenglong ,53325,182059188
10360,Manipur,2022,1,kamjong ,10050,38396928
10361,Manipur,2022,1,chandel ,46964,156821048
10362,Manipur,2022,1,bishnupur ,129775,410979762
10363,Manipur,2022,1,senapati ,41815,150533112
10364,Manipur,2022,1,pherzawl ,3014,6196515
10365,Manipur,2022,1,churachandpur ,132079,478282953
10366,Manipur,2022,1,tengnoupal ,42399,154983911
10367,Manipur,2022,1,imphal west ,4129560,10331377272
10368,Manipur,2022,2,kangpokpi ,127346,360381229
10369,Manipur,2022,2,noney ,23197,84254940
10370,Manipur,2022,2,imphal east ,334382,1017003993
10371,Manipur,2022,2,thoubal ,179962,489921006
10372,Manipur,2022,2,kakching ,45754,124881636
10373,Manipur,2022,2,jiribam ,32691,103428721
10374,Manipur,2022,2,ukhrul ,48388,165524494
10375,Manipur,2022,2,tamenglong ,48779,158669784
10376,Manipur,2022,2,kamjong ,10915,37728134
10377,Manipur,2022,2,chandel ,44845,161255425
10378,Manipur,2022,2,bishnupur ,132234,427663724
10379,Manipur,2022,2,senapati ,43777,137415600
10380,Manipur,2022,2,pherzawl ,2855,8843983
10381,Manipur,2022,2,churachandpur ,130821,445674066
10382,Manipur,2022,2,tengnoupal ,41686,165158485
10383,Manipur,2022,2,imphal west ,4858000,11035105414
10384,Manipur,2022,3,kangpokpi ,137088,382055040
10385,Manipur,2022,3,noney ,24931,85439369
10386,Manipur,2022,3,imphal east ,401052,1106024473
10387,Manipur,2022,3,thoubal ,198398,502784612
10388,Manipur,2022,3,kakching ,114178,269711112
10389,Manipur,2022,3,jiribam ,39634,115824260
10390,Manipur,2022,3,ukhrul ,48127,165404722
10391,Manipur,2022,3,tamenglong ,48889,150947199
10392,Manipur,2022,3,kamjong ,10597,34540807
10393,Manipur,2022,3,chandel ,43042,139937267
10394,Manipur,2022,3,bishnupur ,126573,397535714
10395,Manipur,2022,3,senapati ,46116,141106698
10396,Manipur,2022,3,pherzawl ,3137,8974351
10397,Manipur,2022,3,churachandpur ,200968,560754899
10398,Manipur,2022,3,tengnoupal ,44324,167247032
10399,Manipur,2022,3,imphal west ,4865688,11153142713
10400,Manipur,2022,4,kangpokpi ,195796,499527019
10401,Manipur,2022,4,noney ,26985,75780551
10402,Manipur,2022,4,imphal east ,417476,1124061242
10403,Manipur,2022,4,thoubal ,252156,642341521
10404,Manipur,2022,4,kakching ,205827,477287513
10405,Manipur,2022,4,jiribam ,43510,122910899
10406,Manipur,2022,4,ukhrul ,48379,164810103
10407,Manipur,2022,4,tamenglong ,51040,160602197
10408,Manipur,2022,4,kamjong ,12943,35804745
10409,Manipur,2022,4,chandel ,45646,133101652
10410,Manipur,2022,4,bishnupur ,134155,398215643
10411,Manipur,2022,4,senapati ,63745,180730795
10412,Manipur,2022,4,pherzawl ,3998,12008369
10413,Manipur,2022,4,churachandpur ,139622,418292018
10414,Manipur,2022,4,tengnoupal ,49553,175755833
10415,Manipur,2022,4,imphal west ,4737839,11004726598
10416,Manipur,2023,1,kangpokpi ,211256,520765461
10417,Manipur,2023,1,noney ,42474,105173660
10418,Manipur,2023,1,imphal east ,659880,1637025593
10419,Manipur,2023,1,thoubal ,315961,796620060
10420,Manipur,2023,1,kakching ,73843,198151744
10421,Manipur,2023,1,jiribam ,77431,212799071
10422,Manipur,2023,1,ukhrul ,83455,267514824
10423,Manipur,2023,1,tamenglong ,86492,231452890
10424,Manipur,2023,1,kamjong ,14147,46200306
10425,Manipur,2023,1,chandel ,71874,194324741
10426,Manipur,2023,1,bishnupur ,231239,626631062
10427,Manipur,2023,1,senapati ,94404,252756548
10428,Manipur,2023,1,pherzawl ,7046,16737449
10429,Manipur,2023,1,churachandpur ,221158,582341436
10430,Manipur,2023,1,tengnoupal ,79811,294235941
10431,Manipur,2023,1,imphal west ,987912,2602833306
10432,Manipur,2023,2,kangpokpi ,96061,265835614
10433,Manipur,2023,2,noney ,19828,52589124
10434,Manipur,2023,2,imphal east ,332809,855990060
10435,Manipur,2023,2,thoubal ,155290,412755825
10436,Manipur,2023,2,kakching ,34781,104524162
10437,Manipur,2023,2,jiribam ,53949,153237238
10438,Manipur,2023,2,ukhrul ,41027,131978491
10439,Manipur,2023,2,tamenglong ,42991,121710165
10440,Manipur,2023,2,kamjong ,6735,19646588
10441,Manipur,2023,2,chandel ,32757,105500017
10442,Manipur,2023,2,bishnupur ,108042,304861281
